13,26.3,82.1,5000
45,26.3,53.0,5000
30,26.3,79.9,5000
312,26.3,62.9,5000
1,26.3,50.2,5000
12,26.3,77.0,5000
42,26.3,56.8,5000
34,26.3,52.9,5000
330,26.3,72.0,5000
1,26.3,54.3,5000
12,26.3,75.1,5000
43,26.3,53.3,5000
41,26.3,80.3,5000
546,26.3,58.6,5000
1,26.3,53.2,5000
25,26.3,80.3,500
62,26.3,47.4,500
43,26.3,79.8,500
1,26.3,50.3,500
14,26.3,73.3,500
264,26.3,34.5,500
49,26.3,79.1,500
538,26.3,55.5,500
1,26.3,46.2,500
10,26.3,72.2,500
156,26.3,36.5,500
52,26.3,78.9,500
526,26.3,61.9,500
1,26.3,41.2,500
20,26.3,69.5,500
56,26.3,76.0,500
498,26.3,63.6,500
1,26.3,39.6,500
24,26.3,69.3,500
97,26.3,45.1,500
73,26.3,65.6,500
497,26.3,66.9,500
1,26.3,40.7,500
790,26.3,64.8,500
24,26.3,82.6,500
70,26.3,52.1,500
79,26.3,77.7,500
530,26.3,59.2,500
85,26.3,76.3,500
1,26.3,46.4,500
24,26.3,82.9,500
115,26.3,45.6,500
82,26.3,78.9,500
468,26.3,72.7,500
93,26.3,81.8,500
1,26.3,51.4,500
27,26.3,83.7,5000
121,26.3,41.3,5000
80,26.3,75.0,5000
289,26.3,69.0,5000
1,26.3,50.2,5000
10,26.3,80.6,5000
62,26.3,67.2,5000
62,26.3,78.2,5000
282,26.3,81.5,5000
76,26.3,78.9,5000
1,26.3,52.4,5000
11,26.3,77.3,5000
32,26.3,70.7,5000
46,26.3,77.2,5000
257,26.3,79.1,5000
71,26.3,79.5,5000
1,26.3,52.7,5000
1527,26.3,73.8,5000
11,26.3,79.5,5000
37,26.3,58.2,5000
51,26.3,78.0,5000
483,26.3,75.8,5000
71,26.3,78.0,5000
0,26.3,53.3,5000
11,26.3,80.1,5000
37,26.3,56.9,5000
57,26.3,78.1,5000
294,26.3,69.3,5000
0,26.3,55.2,5000
11,26.3,80.1,500
32,26.3,54.8,500
59,26.3,76.6,500
566,26.3,44.9,500
75,26.3,83.0,500
1,26.3,50.1,500
12,26.3,73.2,500
37,26.3,55.3,500
62,26.3,74.2,500
313,26.3,65.3,500
75,26.3,77.6,500
1,26.3,46.5,500
12,26.3,78.1,500
47,26.3,48.7,500
71,26.3,75.9,500
658,26.3,46.5,500
76,26.3,78.3,500
1,26.3,43.3,500
14,26.3,80.6,500
80,26.3,77.6,500
379,26.3,42.5,500
79,26.3,79.7,500
17,26.3,77.4,500
127,26.3,36.3,500
81,26.3,77.9,500
1380,26.3,52.7,500
108,26.3,77.8,500
1,26.3,41.9,500
22,26.3,79.4,500
156,26.3,42.0,500
84,26.3,76.0,500
925,26.3,56.3,500
91,26.3,78.3,500
1,26.3,48.2,500
24,26.3,73.1,5000
110,26.3,39.4,5000
83,26.3,75.3,5000
92,26.3,76.8,5000
1,26.3,48.3,5000
24,26.3,79.5,5000
106,26.3,41.9,5000
86,26.3,79.5,5000
471,26.3,64.8,5000
88,26.3,78.1,5000
1,26.3,48.6,5000
27,26.3,84.4,5000
156,26.3,34.5,5000
2470,26.3,41.1,5000
99,26.3,77.0,5000
1,26.3,49.7,5000
29,26.3,80.2,5000
47,26.3,60.2,5000
90,26.3,78.3,5000
90,26.3,78.3,5000
87,26.3,77.5,5000
1,26.3,50.6,5000
11,26.3,79.2,5000
40,26.3,62.2,5000
89,26.3,78.6,5000
78,26.3,77.9,5000
1,26.3,49.8,5000
14,26.3,77.5,500
45,26.3,52.5,500
66,26.3,78.2,500
572,26.3,65.8,500
78,26.3,79.2,500
1,26.3,47.9,500
17,26.3,75.9,500
131,26.3,32.6,500
81,26.3,77.4,500
83,26.3,80.5,500
1,26.3,43.5,500
15,26.3,74.7,500
39,26.3,57.1,500
75,26.3,82.6,500
369,26.3,63.2,500
79,26.3,69.3,500
1,26.3,39.2,500
65,26.3,51.3,500
72,26.3,77.0,500
83,26.3,78.5,500
1,26.3,39.9,500
13,26.3,78.1,500
245,26.3,77.6,500
81,26.3,46.1,500
84,26.3,79.9,500
1,26.3,43.3,500
12,26.3,74.3,500
58,26.3,52.4,500
77,26.3,79.7,500
83,26.3,78.2,500
1,26.3,45.6,500
282,26.3,70.2,500
14,26.3,70.4,500
111,26.3,46.2,500
85,26.3,79.8,500
87,26.3,78.9,500
1,26.3,50.3,500
18,26.3,76.9,5000
103,26.3,49.5,5000
88,26.3,81.4,5000
90,26.3,79.9,5000
1,26.3,54.5,5000
484,26.3,70.0,5000
11,26.3,61.1,5000
29,26.3,75.0,5000
68,26.3,64.9,5000
79,26.3,77.9,5000
1,26.3,51.1,5000
11,26.3,86.7,5000
20,26.3,73.0,5000
66,26.3,80.5,5000
494,26.3,75.2,5000
82,26.3,79.0,5000
0,26.3,58.8,5000
11,26.3,84.4,5000
44,26.3,55.1,5000
85,26.3,79.3,5000
0,26.3,60.4,5000
10,26.3,86.2,5000
77,26.3,46.3,5000
78,26.3,81.4,5000
0,26.3,60.1,5000
104,26.3,73.5,500
11,26.3,82.0,500
45,26.3,50.4,500
80,26.3,77.3,500
83,26.3,79.1,500
0,26.3,53.3,500
12,26.3,81.3,500
47,26.3,52.1,500
82,26.3,85.2,500
86,26.3,73.1,500
1,26.3,49.8,500
13,26.3,76.1,500
77,26.3,42.2,500
1,26.3,43.3,500
16,26.3,72.6,500
982,26.3,28.5,500
1,26.3,40.9,500
19,26.3,70.8,500
584,26.3,60.2,500
20,26.3,72.5,500
177,26.3,36.5,500
1189,26.3,51.2,500
1,26.3,43.7,500
24,26.3,79.4,500
1,26.3,49.8,500
25,26.3,83.5,5000
572,26.3,36.5,5000
1,26.3,49.2,5000
16,26.3,76.7,5000
47,26.3,58.7,5000
93,26.3,72.5,5000
334,26.3,58.9,5000
1,26.3,48.4,5000
12,26.3,75.9,5000
50,26.3,63.0,5000
86,26.3,75.9,5000
419,26.3,71.7,5000
1,26.3,50.6,5000
11,26.3,73.9,5000
53,26.3,55.0,5000
80,26.3,75.2,5000
380,26.3,67.5,5000
0,26.3,53.7,5000
11,26.3,74.0,5000
84,26.3,46.3,5000
97,26.3,75.4,5000
389,26.3,56.9,5000
0,26.3,52.5,5000
12,26.3,74.1,500
129,26.3,37.3,500
104,26.3,72.8,500
402,26.3,60.4,500
1,26.3,46.7,500
16,26.3,76.0,500
146,26.3,69.8,500
1,26.3,44.4,500
21,26.3,72.8,500
403,26.3,27.5,500
124,26.3,49.3,500
366,26.3,68.9,500
1,26.3,38.8,500
24,26.3,77.4,500
133,26.3,73.6,500
378,26.3,71.4,500
1,26.3,40.2,500
1,26.3,40.2,500
26,26.3,75.9,500
560,26.3,29.1,500
134,26.3,75.2,500
368,26.3,73.4,500
1,26.3,46.1,500
27,26.3,76.0,500
275,26.3,30.7,500
135,26.3,74.9,500
348,26.3,75.8,500
1,26.3,46.5,500
27,26.3,80.7,5000
345,26.3,52.3,5000
135,26.3,74.0,5000
365,26.3,76.4,5000
1,26.3,48.9,5000
35,26.3,79.7,5000
136,26.3,74.4,5000
378,26.3,75.9,5000
2,26.3,48.0,5000
12,26.3,79.1,5000
61,26.3,58.5,5000
133,26.3,73.3,5000
599,26.3,44.3,5000
2,26.3,47.4,5000
11,26.3,81.7,5000
42,26.3,64.5,5000
81,26.3,74.1,5000
327,26.3,39.6,5000
0,26.3,51.4,5000
14,26.3,79.9,5000
42,26.3,54.6,5000
77,26.3,73.8,5000
325,26.3,73.8,5000
1,26.3,48.6,5000
12,26.3,75.4,500
84,26.3,40.6,500
91,26.3,37.7,500
328,26.3,69.3,500
1,26.3,9.0,500
106,26.3,29.1,500
96,26.3,71.1,500
371,26.3,57.4,500
1,26.3,42.8,500
101,26.3,39.1,500
81,26.3,74.7,500
305,26.3,72.2,500
0,26.3,7.2,500
112,26.3,37.2,500
276,26.3,70.7,500
1,26.3,40.7,500
108,26.3,73.0,500
359,26.3,73.2,500
1,26.3,41.1,500
112,26.3,73.3,500
390,26.3,73.2,500
1,26.3,44.5,500
557,26.3,56.2,500
445,26.3,74.0,500
1,26.3,48.3,500
1,26.3,42.5,500
294,26.3,72.4,5000
60,26.3,57.5,5000
130,26.3,74.2,5000
0,26.3,49.3,5000
351,26.3,72.4,5000
93,26.3,74.0,5000
383,26.3,56.0,5000
59,26.3,57.9,5000
1,26.3,54.0,5000
409,26.3,59.5,5000
94,26.3,46.6,5000
1,26.3,50.1,5000
389,26.3,48.7,500
86,26.3,35.1,500
1,26.3,47.3,500
370,26.3,48.5,500
57,26.3,48.6,500
1,26.3,44.5,500
344,26.3,58.3,500
1,26.3,40.0,500
335,26.3,63.9,500
136,26.3,61.3,500
1,26.3,37.8,500
1,26.3,37.1,500
420,26.3,59.9,500
369,26.3,66.7,500
1,26.3,37.3,500
393,26.3,62.5,500
1,26.3,38.4,500
328,26.3,70.8,5000
0,26.3,44.5,5000
345,26.3,69.5,5000
1,26.3,53.2,5000
347,26.3,69.7,5000
0,26.3,56.1,5000
0,26.3,51.6,5000
365,26.3,48.3,500
1,26.3,45.1,500
